Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
121309-12548,D,Los Angeles,Los Angeles Chargers,Chargers,5.4,5,4500,LAC@MIA,LAC,MIA,,,,,,DEF
121309-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,4.899999936421712,3,4500,DAL@CAR,CAR,DAL,Q,Ankle,,,,TE/FLEX
121309-151909,WR,Dont'e,Dont'e Thornton Jr.,Thornton Jr.,2.3799999237060545,5,4500,TEN@LV,LV,TEN,,,,,,WR/FLEX
121309-174486,RB,Dylan,Dylan Sampson,Sampson,4.679999923706054,5,4500,CLE@PIT,CLE,PIT,,,,,,RB/FLEX
121309-27050,WR,Tyler,Tyler Lockett,Lockett,1.7399999618530273,5,4500,TEN@LV,TEN,LV,,,,,,WR/FLEX
121309-73176,TE,Luke,Luke Farrell,Farrell,2.924999952316284,4,4500,SF@TB,SF,TB,,,,,,TE/FLEX
121309-87515,WR,Tylan,Tylan Wallace,Wallace,3.7999998728434243,3,4500,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
121309-25267,WR,Mack,Mack Hollins,Hollins,4.925000190734863,4,4500,NE@NO,NE,NO,,,,,,WR/FLEX
121309-158438,TE,Oronde,Oronde Gadsden II,Gadsden II,3.866666793823242,3,4500,LAC@MIA,LAC,MIA,,,,,,TE/FLEX
121309-103195,WR,Jordan,Jordan Whittington,Whittington,2.720000076293945,5,4500,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
121309-137122,RB,Tahj,Tahj Brooks,Brooks,1.7000000476837158,1,4500,CIN@GB,CIN,GB,,,,,,RB/FLEX
121309-69558,WR,Greg,Greg Dortch,Dortch,2.3600000381469726,5,4500,ARI@IND,ARI,IND,,,,,,WR/FLEX
121309-103511,WR,Devaughn,Devaughn Vele,Vele,3.633333206176758,3,4400,NE@NO,NO,NE,,,,,,WR/FLEX
121309-129112,WR,Chimere,Chimere Dike,Dike,1.4,5,4400,TEN@LV,TEN,LV,,,,,,WR/FLEX
121309-40126,TE,Austin,Austin Hooper,Hooper,3.375,4,4400,NE@NO,NE,NO,,,,,,TE/FLEX
121309-170188,TE,Tanner,Tanner Conner,Conner,2.4666666984558105,3,4400,LAC@MIA,MIA,LAC,,,,,,TE/FLEX
121309-12538,D,Los Angeles,Los Angeles Rams,Rams,7,5,4400,LAR@BAL,LAR,BAL,,,,,,DEF
121309-41305,WR,Zay,Zay Jones,Jones,2.066666603088379,3,4400,ARI@IND,ARI,IND,,,,,,WR/FLEX
121309-91488,RB,Chris,Chris Brooks,Brooks,1.8666666348775227,3,4400,CIN@GB,GB,CIN,,,,,,RB/FLEX
121309-152258,TE,Elijah,Elijah Arroyo,Arroyo,2.4399999618530273,5,4400,SEA@JAC,SEA,JAC,,,,,,TE/FLEX
121309-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,0.9333333174387614,3,4400,SF@TB,SF,TB,,,,,,WR/FLEX
121309-120642,WR,Savion,Savion Williams,Williams,1.6749999523162842,4,4400,CIN@GB,GB,CIN,,,,,,WR/FLEX
121309-128912,WR,Mitch,Mitch Tinsley,Tinsley,3.066666603088379,3,4400,CIN@GB,CIN,GB,,,,,,WR/FLEX
121309-79987,WR,David,David Moore,Moore,0.7333333492279053,3,4300,DAL@CAR,CAR,DAL,IR,Elbow,,,,WR/FLEX
121309-151741,WR,Jack,Jack Bech,Bech,2.8333333333333335,3,4300,TEN@LV,LV,TEN,,,,,,WR/FLEX
121309-12541,D,New England,New England Patriots,Patriots,8.2,5,4300,NE@NO,NE,NO,,,,,,DEF
121309-137488,RB,Rasheen,Rasheen Ali,Ali,0.125,4,4300,LAR@BAL,BAL,LAR,,,,,,RB/FLEX
121309-91417,TE,Luke,Luke Schoonmaker,Schoonmaker,0.7199999809265136,5,4300,DAL@CAR,DAL,CAR,,,,,,TE/FLEX
121309-60712,TE,Foster,Foster Moreau,Moreau,5.820000203450521,15,4300,NE@NO,NO,NE,,,,,,TE/FLEX
121309-56711,TE,Drew,Drew Sample,Sample,2.6500000953674316,4,4300,CIN@GB,CIN,GB,,,,,,TE/FLEX
121309-102831,TE,Davis,Davis Allen,Allen,3.959999847412109,5,4300,LAR@BAL,LAR,BAL,,,,,,TE/FLEX
121309-185861,RB,Emanuel,Emanuel Wilson,Wilson,3.125,4,4300,CIN@GB,GB,CIN,,,,,,RB/FLEX
121309-138786,WR,Malik,Malik Heath,Heath,2.799999952316284,2,4300,CIN@GB,GB,CIN,,,,,,WR/FLEX
121309-113228,TE,Luke,Luke Musgrave,Musgrave,2.066666603088379,3,4300,CIN@GB,GB,CIN,,,,,,TE/FLEX
121309-155293,RB,DJ,DJ Giddens,Giddens,1.649999976158142,4,4300,ARI@IND,IND,ARI,,,,,,RB/FLEX
121309-138998,TE,Michael,Michael Mayer,Mayer,2.566666603088379,3,4300,TEN@LV,LV,TEN,Q,Concussion,,,,TE/FLEX
121309-57091,WR,Tim,Tim Patrick,Patrick,0.625,4,4300,SEA@JAC,JAC,SEA,,,,,,WR/FLEX
121309-156527,WR,Devontez,Devontez Walker,Walker,9.75,2,4300,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
121309-166801,RB,Jaydon,Jaydon Blue,Blue,0.699999988079071,1,4300,DAL@CAR,DAL,CAR,,,,,,RB/FLEX
121309-64581,WR,Van,Van Jefferson,Jefferson,1.4666666984558105,3,4200,TEN@LV,TEN,LV,,,,,,WR/FLEX
121309-95370,TE,Ryan,Ryan Miller,Miller,2.8333333333333335,3,4200,SF@TB,TB,SF,,,,,,TE/FLEX
121309-112780,WR,Jamari,Jamari Thrash,Thrash,1.625,4,4200,CLE@PIT,CLE,PIT,,,,,,WR/FLEX
121309-170184,RB,Julius,Julius Chestnut,Chestnut,0.7749999761581421,4,4200,TEN@LV,TEN,LV,,,,,,RB/FLEX
121309-12535,D,Indianapolis,Indianapolis Colts,Colts,10.2,5,4200,ARI@IND,IND,ARI,,,,,,DEF
121309-56708,TE,Will,Will Dissly,Dissly,1.75,2,4200,LAC@MIA,LAC,MIA,Q,Knee,,,,TE/FLEX
121309-91578,RB,Zamir,Zamir White,White,1.9666666984558105,3,4200,TEN@LV,LV,TEN,,,,,,RB/FLEX
121309-112062,WR,Skyy,Skyy Moore,Moore,0.3200000047683716,5,4200,SF@TB,SF,TB,,,,,,WR/FLEX
121309-71105,WR,Ben,Ben Skowronek,Skowronek,4.349999904632568,2,4200,CLE@PIT,PIT,CLE,,,,,,WR/FLEX
121309-109008,WR,Jalen,Jalen Cropper,Cropper,0,1,4200,DAL@CAR,DAL,CAR,,,,,,WR/FLEX
121309-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,4,5,4200,SF@TB,SF,TB,,,,,,RB/FLEX
121309-114231,RB,George,George Holani,Holani,0.800000011920929,4,4200,SEA@JAC,SEA,JAC,,,,,,RB/FLEX
121309-102986,TE,Elijah,Elijah Higgins,Higgins,2.375,4,4200,ARI@IND,ARI,IND,,,,,,TE/FLEX
121309-152148,TE,Gunnar,Gunnar Helm,Helm,3.0600000381469727,5,4200,TEN@LV,TEN,LV,,,,,,TE/FLEX
121309-128624,WR,Tez,Tez Johnson,Johnson,2.4749999046325684,4,4200,SF@TB,TB,SF,,,,,,WR/FLEX
121309-88752,WR,Charlie,Charlie Jones,Jones,0,5,4200,CIN@GB,CIN,GB,,,,,,WR/FLEX
121309-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,4.099999904632568,1,4200,DAL@CAR,CAR,DAL,,,,,,WR/FLEX
121309-69451,TE,Jack,Jack Stoll,Stoll,5.150000095367432,2,4200,NE@NO,NO,NE,,,,,,TE/FLEX
121309-85842,TE,Brevyn,Brevyn Spann-Ford,Spann-Ford,0.4000000059604645,2,4200,DAL@CAR,DAL,CAR,,,,,,TE/FLEX
121309-166749,RB,LeQuint,LeQuint Allen Jr.,Allen Jr.,1.1,5,4200,SEA@JAC,JAC,SEA,,,,,,RB/FLEX
121309-93075,TE,Hunter,Hunter Long,Long,4.974999904632568,4,4200,SEA@JAC,JAC,SEA,,,,,,TE/FLEX
121309-168916,RB,Kaleb,Kaleb Johnson,Johnson,0.033333333830038704,3,4200,CLE@PIT,PIT,CLE,,,,,,RB/FLEX
121309-93150,WR,Jake,Jake Bobo,Bobo,2.200000047683716,1,4200,SEA@JAC,SEA,JAC,,,,,,WR/FLEX
121309-85986,TE,James,James Mitchell,Mitchell,2.1500000953674316,2,4200,DAL@CAR,CAR,DAL,,,,,,TE/FLEX
121309-105648,RB,Tyler,Tyler Goodson,Goodson,0.550000011920929,2,4100,ARI@IND,IND,ARI,Q,Groin,,,,RB/FLEX
121309-93391,TE,Payne,Payne Durham,Durham,0,1,4100,SF@TB,TB,SF,,,,,,TE/FLEX
121309-63717,RB,Alec,Alec Ingold,Ingold,0.9666666984558105,3,4100,LAC@MIA,MIA,LAC,,,,,,RB/FLEX
121309-12549,D,San Francisco,San Francisco 49ers,49ers,5.4,5,4100,SF@TB,SF,TB,,,,,,DEF
121309-136538,WR,Kyle,Kyle Williams,Williams,0.9333333174387614,3,4100,NE@NO,NE,NO,,,,,,WR/FLEX
121309-154971,RB,Devin,Devin Neal,Neal,0.8999999761581421,1,4100,NE@NO,NO,NE,,,,,,RB/FLEX
121309-133477,TE,Darnell,Darnell Washington,Washington,2.75,2,4100,CLE@PIT,PIT,CLE,,,,,,TE/FLEX
121309-56698,WR,Dante,Dante Pettis,Pettis,3.25,8,4100,NE@NO,NO,NE,,,,,,WR/FLEX
121309-94621,WR,Derius,Derius Davis,Davis,-0.5,3,4100,LAC@MIA,LAC,MIA,Q,Knee,,,,WR/FLEX
121309-91618,TE,John,John FitzPatrick,FitzPatrick,4.449999809265137,2,4100,CIN@GB,GB,CIN,,,,,,TE/FLEX
121309-72182,WR,Dee,Dee Eskridge,Eskridge,0.675000011920929,4,4100,LAC@MIA,MIA,LAC,,,,,,WR/FLEX
121309-185850,TE,Julian,Julian Hill,Hill,2.375,4,4100,LAC@MIA,MIA,LAC,,,,,,TE/FLEX
121309-129546,WR,Tre',Tre' Harris,Harris,1.5,4,4100,LAC@MIA,LAC,MIA,,,,,,WR/FLEX
121309-89613,WR,Simi,Simi Fehoko,Fehoko,2.720000076293945,5,4100,ARI@IND,ARI,IND,,,,,,WR/FLEX
121309-89644,RB,Isaac,Isaac Guerendo,Guerendo,0,4,4100,SF@TB,SF,TB,,,,,,RB/FLEX
121309-201260,WR,Mason,Mason Tipton,Tipton,1.8777777353922527,9,4100,NE@NO,NO,NE,,,,,,WR/FLEX
121309-85635,TE,Charlie,Charlie Kolar,Kolar,2.3499999046325684,2,4100,LAR@BAL,BAL,LAR,,,,,,TE/FLEX
121309-138037,WR,Roman,Roman Wilson,Wilson,1.2000000476837158,1,4100,CLE@PIT,PIT,CLE,,,,,,WR/FLEX
121309-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,0,1,4100,NE@NO,NO,NE,,,,,,WR/FLEX
121309-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,1.899999976158142,2,4100,ARI@IND,IND,ARI,,,,,,TE/FLEX
121309-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0,3,4000,NE@NO,NO,NE,,,,,,WR/FLEX
121309-92166,WR,Marcus,Marcus Jones,Jones,1.2,5,4000,NE@NO,NE,NO,,,,,,WR/FLEX
121309-90123,TE,Quintin,Quintin Morris,Morris,2.4200000762939453,5,4000,SEA@JAC,JAC,SEA,,,,,,TE/FLEX
121309-226319,WR,Junior,Junior Bergen,Bergen,,0,4000,SF@TB,SF,TB,,,,,,WR/FLEX
121309-110617,WR,Isaiah,Isaiah Neyor,Neyor,,0,4000,CIN@GB,GB,CIN,,,,,,WR/FLEX
121309-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,NE@NO,NO,NE,,,,,,TE/FLEX
121309-152603,RB,Anthony,Anthony Tyus III,Tyus III,,0,4000,DAL@CAR,CAR,DAL,,,,,,RB/FLEX
121309-86047,RB,Malik,Malik Davis,Davis,,0,4000,DAL@CAR,DAL,CAR,,,,,,RB/FLEX
121309-138277,WR,Jalen,Jalen Brooks,Brooks,2.284615443303035,13,4000,DAL@CAR,DAL,CAR,Q,Knee,,,,WR/FLEX
121309-88109,RB,Gary,Gary Brightwell,Brightwell,0,1,4000,CIN@GB,CIN,GB,,,,,,RB/FLEX
121309-129081,RB,Ahmani,Ahmani Marshall,Marshall,,0,4000,CLE@PIT,CLE,PIT,,,,,,RB/FLEX
121309-87109,WR,Bryce,Bryce Oliver,Oliver,1.2999999523162842,1,4000,TEN@LV,TEN,LV,Q,Knee,,,,WR/FLEX
121309-72776,RB,Alexander,Alexander Mattison,Mattison,7.96000010172526,15,4000,LAC@MIA,MIA,LAC,IR,Neck,,,,RB/FLEX
121309-112715,WR,Joshua,Joshua Cephus,Cephus,,0,4000,SEA@JAC,JAC,SEA,IR,Undisclosed,,,,WR/FLEX
121309-103506,TE,Nick,Nick Kallerup,Kallerup,,0,4000,SEA@JAC,SEA,JAC,,,,,,TE/FLEX
121309-89185,TE,Ben,Ben Sims,Sims,1.2399999618530273,5,4000,CIN@GB,GB,CIN,,,,,,TE/FLEX
121309-114787,RB,Terrell,Terrell Jennings,Jennings,1.649999976158142,2,4000,NE@NO,NE,NO,,,,,,RB/FLEX
121309-169067,TE,Bryce,Bryce Pierre,Pierre,,0,4000,DAL@CAR,CAR,DAL,,,,,,TE/FLEX
121309-68714,TE,Ko,Ko Kieft,Kieft,0,1,4000,SF@TB,TB,SF,IR,Leg,,,,TE/FLEX
121309-79980,TE,Eric,Eric Saubert,Saubert,0.8500000238418579,2,4000,SEA@JAC,SEA,JAC,,,,,,TE/FLEX
121309-158836,RB,Lucas,Lucas Scott,Scott,,0,4000,LAR@BAL,BAL,LAR,,,,,,RB/FLEX
121309-46200,TE,Daniel,Daniel Brunskill,Brunskill,0,1,4000,LAC@MIA,MIA,LAC,,,,,,TE/FLEX
121309-64634,WR,Alex,Alex Bachman,Bachman,0.4666666587193807,3,4000,TEN@LV,LV,TEN,,,,,,WR/FLEX
121309-129147,WR,John,John Saunders Jr.,Saunders Jr.,,0,4000,LAC@MIA,MIA,LAC,,,,,,WR/FLEX
121309-68730,TE,Sean,Sean McKeon,McKeon,,0,4000,ARI@IND,IND,ARI,,,,,,TE/FLEX
121309-110721,WR,Dayton,Dayton Wade,Wade,,0,4000,LAR@BAL,BAL,LAR,IR,Ribs,,,,WR/FLEX
121309-87179,TE,Thomas,Thomas Yassmin,Yassmin,,0,4000,LAC@MIA,LAC,MIA,,,,,,TE/FLEX
121309-135325,TE,Rivaldo,Rivaldo Fairweather,Fairweather,,0,4000,DAL@CAR,DAL,CAR,,,,,,TE/FLEX
121309-62628,WR,DeAndre,DeAndre Carter,Carter,0,4,4000,CLE@PIT,CLE,PIT,IR,Knee,,,,WR/FLEX
121309-83117,TE,Tanner,Tanner Hudson,Hudson,3.2222222222222223,9,4000,CIN@GB,CIN,GB,,,,,,TE/FLEX
121309-151726,TE,Robbie,Robbie Ouzts,Ouzts,,0,4000,SEA@JAC,SEA,JAC,IR,Ankle,,,,TE/FLEX
121309-201903,WR,Coleman,Coleman Owen,Owen,,0,4000,ARI@IND,IND,ARI,,,,,,WR/FLEX
121309-86203,WR,Justin,Justin Shorter,Shorter,0,1,4000,TEN@LV,LV,TEN,,,,,,WR/FLEX
121309-65724,RB,JaMycal,JaMycal Hasty,Hasty,2.1636362942782315,11,4000,LAC@MIA,MIA,LAC,,,,,,RB/FLEX
121309-131266,RB,Lan,Lan Larison,Larison,,0,4000,NE@NO,NE,NO,IR,Foot,,,,RB/FLEX
121309-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,2.491666634877523,12,4000,ARI@IND,ARI,IND,,,,,,RB/FLEX
121309-70859,TE,Albert,Albert Okwuegbunam Jr.,Okwuegbunam Jr.,6.099999904632568,1,4000,TEN@LV,LV,TEN,,,,,,TE/FLEX
121309-166095,RB,Cody,Cody Schrader,Schrader,0.4666666587193807,3,4000,SEA@JAC,JAC,SEA,,,,,,RB/FLEX
121309-104661,TE,Patrick,Patrick Herbert,Herbert,,0,4000,SEA@JAC,JAC,SEA,,,,,,TE/FLEX
121309-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,,0,4000,TEN@LV,LV,TEN,,,,,,WR/FLEX
121309-95455,WR,D.J.,D.J. Montgomery,Montgomery,,0,4000,ARI@IND,IND,ARI,IR,Undisclosed,,,,WR/FLEX
121309-226525,WR,Chandler,Chandler Brayboy,Brayboy,,0,4000,SEA@JAC,JAC,SEA,,,,,,WR/FLEX
121309-120035,TE,Mark,Mark Redman,Redman,,0,4000,LAR@BAL,LAR,BAL,,,,,,TE/FLEX
121309-170208,WR,Kaden,Kaden Davis,Davis,0,1,4000,CLE@PIT,CLE,PIT,,,,,,WR/FLEX
121309-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,SF@TB,TB,SF,,,,,,WR/FLEX
121309-130276,WR,Mason,Mason Kinsey,Kinsey,0.5400000095367432,5,4000,TEN@LV,TEN,LV,,,,,,WR/FLEX
121309-86255,TE,Josh,Josh Whyle,Whyle,3.11999994913737,15,4000,CIN@GB,GB,CIN,,,,,,TE/FLEX
121309-110834,WR,Tahj,Tahj Washington,Washington,,0,4000,LAC@MIA,MIA,LAC,,,,,,WR/FLEX
121309-151806,RB,Raheim,Raheim Sanders,Sanders,6.300000190734863,1,4000,CLE@PIT,CLE,PIT,,,,,,RB/FLEX
121309-61693,TE,Danny,Danny Pinter,Pinter,0,1,4000,ARI@IND,IND,ARI,,,,,,TE/FLEX
121309-71935,WR,Kendric,Kendric Pryor,Pryor,1.399999976158142,1,4000,CIN@GB,CIN,GB,,,,,,WR/FLEX
121309-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,1.1375000476837158,8,4000,LAC@MIA,MIA,LAC,,,,,,RB/FLEX
121309-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,10.6,5,4000,SEA@JAC,JAC,SEA,,,,,,DEF
121309-174355,WR,Jeremiah,Jeremiah Webb,Webb,,0,4000,NE@NO,NE,NO,,,,,,WR/FLEX
121309-110868,RB,Josh,Josh Williams,Williams,0,1,4000,SF@TB,TB,SF,,,,,,RB/FLEX
121309-92479,TE,David,David Martin-Robinson,Martin-Robinson,0.2750000059604645,4,4000,TEN@LV,TEN,LV,,,,,,TE/FLEX
121309-156997,WR,Tru,Tru Edwards,Edwards,,0,4000,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
121309-137567,TE,Jalin,Jalin Conyers,Conyers,,0,4000,LAC@MIA,MIA,LAC,IR,Leg,,,,TE/FLEX
121309-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,0.4000000059604645,2,4000,LAR@BAL,BAL,LAR,,,,,,TE/FLEX
121309-151915,TE,Terrance,Terrance Ferguson,Ferguson,2.5999999046325684,1,4000,LAR@BAL,LAR,BAL,,,,,,TE/FLEX
121309-89455,WR,Jayden,Jayden Reed,Reed,12,1,4000,CIN@GB,GB,CIN,IR,Collarbone,,,,WR/FLEX
121309-133484,WR,Jermaine,Jermaine Burton,Burton,1.587499976158142,8,4000,CIN@GB,CIN,GB,,,,,,WR/FLEX
121309-90480,TE,Joel,Joel Wilson,Wilson,,0,4000,TEN@LV,TEN,LV,,,,,,TE/FLEX
121309-90483,TE,Bernhard,Bernhard Raimann,Raimann,0,2,4000,ARI@IND,IND,ARI,,,,,,TE/FLEX
121309-94600,WR,John,John Stephens Jr.,Stephens Jr.,,0,4000,DAL@CAR,DAL,CAR,IR,Undisclosed,,,,WR/FLEX
121309-154000,WR,Konata,Konata Mumpfield,Mumpfield,,0,4000,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
121309-87442,TE,Princeton,Princeton Fant,Fant,0,2,4000,DAL@CAR,DAL,CAR,,,,,,TE/FLEX
121309-43416,WR,Trent,Trent Taylor,Taylor,1.600000023841858,1,4000,SF@TB,SF,TB,IR,Undisclosed,,,,WR/FLEX
121309-138649,WR,LaJohntay,LaJohntay Wester,Wester,0,4,4000,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
121309-92573,TE,Travis,Travis Vokolek,Vokolek,0,1,4000,ARI@IND,ARI,IND,,,,,,TE/FLEX
121309-114079,TE,Hayden,Hayden Rucci,Rucci,,0,4000,LAC@MIA,MIA,LAC,,,,,,TE/FLEX
121309-60838,WR,Andre,Andre Baccellia,Baccellia,,0,4000,ARI@IND,ARI,IND,,,,,,WR/FLEX
121309-80299,RB,Patrick,Patrick Ricard,Ricard,2.616666634877523,6,4000,LAR@BAL,BAL,LAR,Q,Calf,,,,RB/FLEX
121309-112044,WR,Dalevon,Dalevon Campbell,Campbell,,0,4000,DAL@CAR,CAR,DAL,IR,Hamstring,,,,WR/FLEX
121309-53681,WR,Tyreek,Tyreek Hill,Hill,11.5,4,4000,LAC@MIA,MIA,LAC,IR,Knee - acl,,,,WR/FLEX
121309-40371,TE,Johnny,Johnny Mundt,Mundt,0.6000000238418579,4,4000,SEA@JAC,JAC,SEA,,,,,,TE/FLEX
121309-133558,WR,Luke,Luke Floriea,Floriea,,0,4000,CLE@PIT,CLE,PIT,,,,,,WR/FLEX
121309-129466,TE,Gee,Gee Scott Jr.,Scott Jr.,,0,4000,NE@NO,NE,NO,,,,,,TE/FLEX
121309-114109,WR,Ainias,Ainias Smith,Smith,2.839999961853027,5,4000,DAL@CAR,CAR,DAL,,,,,,WR/FLEX
121309-92606,WR,Bo,Bo Melton,Melton,0,1,4000,CIN@GB,GB,CIN,,,,,,WR/FLEX
121309-206276,WR,Jaden,Jaden Smith,Smith,,0,4000,SF@TB,TB,SF,IR,Undisclosed,,,,WR/FLEX
121309-113096,WR,Xavier,Xavier Smith,Smith,0.8199999809265137,5,4000,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
121309-90575,RB,Najee,Najee Harris,Harris,3.366666793823242,3,4000,LAC@MIA,LAC,MIA,IR,Achilles,,,,RB/FLEX
121309-102882,WR,Anthony,Anthony Gould,Gould,0,4,4000,ARI@IND,IND,ARI,,,,,,WR/FLEX
121309-89586,TE,Tucker,Tucker Fisk,Fisk,0,2,4000,LAC@MIA,LAC,MIA,,,,,,TE/FLEX
121309-89588,TE,Colby,Colby Parkinson,Parkinson,0.36666667461395264,3,4000,LAR@BAL,LAR,BAL,Q,Concussion,,,,TE/FLEX
121309-102902,WR,Trey,Trey Palmer,Palmer,2.085714340209961,14,4000,NE@NO,NO,NE,IR,Ankle,,,,WR/FLEX
121309-156152,WR,Tejhaun,Tejhaun Palmer,Palmer,,0,4000,ARI@IND,ARI,IND,,,,,,WR/FLEX
121309-60930,RB,Myles,Myles Gaskin,Gaskin,0.375,4,4000,SEA@JAC,SEA,JAC,,,,,,RB/FLEX
121309-185863,RB,Hunter,Hunter Luepke,Luepke,1.0499999523162842,2,4000,DAL@CAR,DAL,CAR,,,,,,RB/FLEX
121309-113160,WR,Jakobie,Jakobie Keeney-James,Keeney-James,,0,4000,CIN@GB,GB,CIN,,,,,,WR/FLEX
121309-201230,RB,Dylan,Dylan Laube,Laube,0.5800000190734863,5,4000,TEN@LV,LV,TEN,,,,,,RB/FLEX
121309-86543,WR,Erik,Erik Ezukanma,Ezukanma,0,1,4000,SEA@JAC,JAC,SEA,,,,,,WR/FLEX
121309-154124,TE,Mitchell,Mitchell Evans,Evans,4.875,4,4000,DAL@CAR,CAR,DAL,,,,,,TE/FLEX
121309-128535,TE,Maximilian,Maximilian Mang,Mang,,0,4000,ARI@IND,IND,ARI,,,,,,TE/FLEX
121309-129560,WR,Xavier,Xavier Restrepo,Restrepo,,0,4000,TEN@LV,TEN,LV,,,,,,WR/FLEX
121309-160287,RB,Amar,Amar Johnson,Johnson,,0,4000,LAC@MIA,LAC,MIA,,,,,,RB/FLEX
121309-185889,TE,Tanner,Tanner Taula,Taula,,0,4000,SF@TB,TB,SF,,,,,,TE/FLEX
121309-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,2.3500000635782876,12,4000,CIN@GB,GB,CIN,,,,,,RB/FLEX
121309-60981,TE,Charlie,Charlie Heck,Heck,,0,4000,SF@TB,TB,SF,,,,,,TE/FLEX
121309-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,4000,DAL@CAR,CAR,DAL,,,,,,WR/FLEX
121309-226878,TE,Carter,Carter Runyon,Runyon,,0,4000,TEN@LV,LV,TEN,,,,,,TE/FLEX
121309-112192,WR,Jonathan,Jonathan Mingo,Mingo,1.6928571973528181,14,4000,DAL@CAR,DAL,CAR,IR,Knee - pcl,,,,WR/FLEX
121309-114252,WR,Xavier,Xavier Weaver,Weaver,0,1,4000,ARI@IND,ARI,IND,,,,,,WR/FLEX
121309-54863,WR,C.J.,C.J. Goodwin,Goodwin,0,4,4000,DAL@CAR,DAL,CAR,,,,,,WR/FLEX
121309-104019,TE,Matt,Matt Orzech,Orzech,0,2,4000,CIN@GB,GB,CIN,,,,,,TE/FLEX
121309-87634,TE,Blake,Blake Whiteheart,Whiteheart,0,1,4000,CLE@PIT,CLE,PIT,,,,,,TE/FLEX
121309-86612,TE,Brayden,Brayden Willis,Willis,0,1,4000,SF@TB,SF,TB,,,,,,TE/FLEX
121309-27229,RB,Ameer,Ameer Abdullah,Abdullah,6.599999904632568,1,4000,ARI@IND,IND,ARI,,,,,,RB/FLEX
121309-138854,WR,Ke'Shawn,Ke'Shawn Williams,Williams,,0,4000,CLE@PIT,PIT,CLE,,,,,,WR/FLEX
121309-129641,WR,Will,Will Sheppard,Sheppard,,0,4000,CIN@GB,GB,CIN,,,,,,WR/FLEX
121309-147049,TE,Drew,Drew Ogletree,Ogletree,1.9454545107754795,11,4000,ARI@IND,IND,ARI,,,,,,TE/FLEX
121309-88685,WR,Austin,Austin Trammell,Trammell,3,1,4000,SEA@JAC,JAC,SEA,,,,,,WR/FLEX
121309-206447,RB,Max,Max Hurleman,Hurleman,,0,4000,CLE@PIT,PIT,CLE,,,,,,RB/FLEX
121309-94831,RB,Deneric,Deneric Prince,Prince,,0,4000,NE@NO,NE,NO,IR,Undisclosed,,,,RB/FLEX
121309-87668,WR,Shedrick,Shedrick Jackson,Jackson,,0,4000,TEN@LV,LV,TEN,,,,,,WR/FLEX
121309-86646,RB,Trey,Trey Sermon,Sermon,0,1,4000,CLE@PIT,PIT,CLE,,,,,,RB/FLEX
121309-104054,RB,Sincere,Sincere McCormick,McCormick,6.050000190734863,4,4000,SF@TB,SF,TB,,,,,,RB/FLEX
121309-201342,RB,Chris,Chris Collier,Collier,0.2166666587193807,6,4000,TEN@LV,LV,TEN,,,,,,RB/FLEX
121309-87690,TE,Sal,Sal Cannella,Cannella,,0,4000,CLE@PIT,CLE,PIT,,,,,,TE/FLEX
121309-135824,WR,Luke,Luke Grimm,Grimm,,0,4000,LAC@MIA,LAC,MIA,,,,,,WR/FLEX
121309-110230,RB,Kenny,Kenny McIntosh,McIntosh,2.322222179836697,9,4000,SEA@JAC,SEA,JAC,IR,Knee - acl,,,,RB/FLEX
121309-136857,RB,Ja'Quinden,Ja'Quinden Jackson,Jackson,,0,4000,SEA@JAC,JAC,SEA,,,,,,RB/FLEX
121309-137889,WR,Brennan,Brennan Presley,Presley,,0,4000,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
121309-86692,TE,Thomas,Thomas Odukoya,Odukoya,,0,4000,TEN@LV,TEN,LV,,,,,,TE/FLEX
121309-104102,TE,Leroy,Leroy Watson IV,Watson IV,0,1,4000,TEN@LV,LV,TEN,,,,,,TE/FLEX
121309-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,SF@TB,TB,SF,,,,,,TE/FLEX
